2018 rank,City,State,2018 estimate,2010 Census,Change,2016 land area sq mi,2016 land area sq km,2016 population density per sq mi,2016 population density per sq km,Location : Latitude / Longitude / Coordinates,Wikipedia Link,City Summary
240,Lansing, Michigan,"118,427","114,297",+3.61%,39.1 sq mi,101.3 km2,"2,967/sq mi","1,146/km2",42°42′51″N 84°33′33″W﻿ / ﻿42.7143°N 84.5593°W﻿ / 42.7143; -84.5593﻿ (Lansing),"https://en.wikipedia.org/wiki/Lansing,_Michigan","Lansing is the only U.S. state capital (among the 47 located in counties) that is not also a county seat. The seat of government of Ingham County is Mason,[9] but the county maintains some offices in Lansing.[10]"
241,Evansville, Indiana,"117,963","117,429",+0.45%,47.3 sq mi,122.5 km2,"2,526/sq mi",975/km2,37°59′16″N 87°32′05″W﻿ / ﻿37.9877°N 87.5347°W﻿ / 37.9877; -87.5347﻿ (Evansville),"https://en.wikipedia.org/wiki/Evansville,_Indiana","Four NYSE companies (Accuride, Berry Global, OneMain Financial, and Vectren) are headquartered in Evansville, along with the global operations center for NYSE company Mead Johnson. Three other companies traded on the NASDAQ (Escalade, Old National Bank, and Shoe Carnival) are also headquartered in Evansville. The city is home to public and private enterprise in many areas, as Evansville serves as the region's economic hub."
242,Rochester, Minnesota,"116,961","106,769",+9.55%,54.6 sq mi,141.4 km2,"2,088/sq mi",806/km2,44°00′55″N 92°28′38″W﻿ / ﻿44.0154°N 92.4772°W﻿ / 44.0154; -92.4772﻿ (Rochester),"https://en.wikipedia.org/wiki/Rochester,_Minnesota","The area developed as a stagecoach stop between Saint Paul, Minnesota, and Dubuque, Iowa near the Zumbro River. The community was founded by George Head and his wife Henrietta who built log cabin Head's Tavern in 1854 and named the city after his hometown of Rochester, New York. When the Winona and St Peter Railroad initiated service in October 1864, it brought new residents and business opportunities further spurring growth and expansion. In 1863, Dr. William W. Mayo arrived as the examining surgeon for Union draftees in the Civil War. Rochester celebrated its sesquicentennial in 2004."
243,Independence, Missouri,"116,925","116,830",+0.08%,77.8 sq mi,201.5 km2,"1,504/sq mi",581/km2,39°05′08″N 94°21′08″W﻿ / ﻿39.0855°N 94.3521°W﻿ / 39.0855; -94.3521﻿ (Independence),"https://en.wikipedia.org/wiki/Independence,_Missouri","Independence was originally inhabited by Missouri and Osage Indians, followed by the Spanish and a brief French tenure.  It became part of the United States with the Louisiana Purchase of 1803.  Lewis and Clark recorded in their journals that they stopped in 1804 to pick plums, raspberries, and wild apples at a site that would later form part of the city."
244,Fairfield, California,"116,884","105,321",+10.98%,40.9 sq mi,105.9 km2,"2,806/sq mi","1,083/km2",38°15′33″N 122°01′56″W﻿ / ﻿38.2593°N 122.0321°W﻿ / 38.2593; -122.0321﻿ (Fairfield),"https://en.wikipedia.org/wiki/Fairfield,_California","It is the home of Travis Air Force Base and the headquarters of Jelly Belly.  With a population of 108,321 at the 2010 census, it is slightly smaller in population than Vallejo. Other nearby cities include Suisun City, Vacaville, Rio Vista, Benicia, and Napa."
245,Provo, Utah,"116,702","112,488",+3.75%,41.7 sq mi,108.0 km2,"2,803/sq mi","1,082/km2",40°14′43″N 111°38′41″W﻿ / ﻿40.2453°N 111.6448°W﻿ / 40.2453; -111.6448﻿ (Provo),"https://en.wikipedia.org/wiki/Provo,_Utah","Provo lies between the cities of Orem to the north  and Springville to the south. With a population at the 2010 census of 115,264,[2] Provo is the principal city in the Provo-Orem metropolitan area, which had a population of 526,810 at the 2010 census.[6] It is Utah's second-largest metropolitan area after Salt Lake City."
246,Clearwater, Florida,"116,478","107,685",+8.17%,25.9 sq mi,67.1 km2,"4,415/sq mi","1,705/km2",27°58′44″N 82°46′00″W﻿ / ﻿27.9789°N 82.7666°W﻿ / 27.9789; -82.7666﻿ (Clearwater),"https://en.wikipedia.org/wiki/Clearwater,_Florida","Cleveland Street is one of the city's historic avenues, and the city includes Spectrum Field and Coachman Park. The city is separated by the Intracoastal Waterway from Clearwater Beach."
247,College Station, Texas,"116,218","93,857",+23.82%,51.0 sq mi,132.1 km2,"2,199/sq mi",849/km2,30°35′07″N 96°17′47″W﻿ / ﻿30.5852°N 96.2964°W﻿ / 30.5852; -96.2964﻿ (College Station),"https://en.wikipedia.org/wiki/College_Station,_Texas","College Station is home to the main campus of Texas A&M University, the flagship institution of the Texas A&M University System. The city owes both its name and existence to the university's location along a railroad. Texas A&M's triple designation as a Land-, Sea-, and Space-Grant institution reflects the broad scope of the research endeavors it brings to the city, with ongoing projects funded by agencies such as NASA, the National Institutes of Health, the National Science Foundation, and the Office of Naval Research."
248,West Jordan, Utah,"116,046","103,712",+11.89%,32.3 sq mi,83.7 km2,"3,520/sq mi","1,360/km2",40°36′09″N 112°00′03″W﻿ / ﻿40.6024°N 112.0008°W﻿ / 40.6024; -112.0008﻿ (West Jordan),"https://en.wikipedia.org/wiki/West_Jordan,_Utah","City landmarks include Gardner Village, established in 1850, and South Valley Regional Airport, formerly known as ""Salt Lake Airport #2."" The airport serves general aviation operations as well as a base for the 211th Aviation Regiment of the Utah Army National Guard flying Apache and Black Hawk helicopters. It is home to professional gamer Tyler Blevins and comedian Kevin Dougall."
249,Carlsbad, California,"115,877","105,328",+10.02%,37.7 sq mi,97.6 km2,"3,023/sq mi","1,167/km2",33°07′26″N 117°16′58″W﻿ / ﻿33.1239°N 117.2828°W﻿ / 33.1239; -117.2828﻿ (Carlsbad),"https://en.wikipedia.org/wiki/Carlsbad,_California","Carlsbad's history began with the Luiseño people (the Spanish name given to them because of their proximity to Mission San Luis Rey). Nearly every reliable fresh water creek had at least one native village, including one called Palamai.[10]  The site is located just south of today's Agua Hedionda Lagoon.[10]"
250,El Monte, California,"115,586","113,475",+1.86%,9.6 sq mi,24.9 km2,"12,063/sq mi","4,658/km2",34°04′29″N 118°01′45″W﻿ / ﻿34.0746°N 118.0291°W﻿ / 34.0746; -118.0291﻿ (El Monte),"https://en.wikipedia.org/wiki/El_Monte,_California","El Monte is situated between the San Gabriel and Rio Hondo Rivers; residents claimed that anything could be grown in the area. Between 1770 and 1830, Spanish soldiers and missionaries often stopped here for respite. They called the area 'El Monte,' which in Spanish means  'the mountain' or 'the mount'.[9]  Most people assume the name refers to a mountain, but there were no mountains in the valley.  The word is an archaic Spanish translation of that era, meaning ""the wood"".  The first explorers had found this a rich, low-altitude land, blanketed with thick growths of wispy willows, alders, and cattails, located between the two rivers. Wild grapevines and watercress also abounded.  El Monte is approximately 7 miles long and 4 miles wide.[10] When the State Legislature organized California into more manageable designated townships in the 1850s, they called it the El Monte Township. In a short time the name returned to the original El Monte.[11]"
251,Murrieta, California,"114,985","103,466",+11.13%,33.6 sq mi,87.0 km2,"3,324/sq mi","1,283/km2",33°34′20″N 117°11′25″W﻿ / ﻿33.5721°N 117.1904°W﻿ / 33.5721; -117.1904﻿ (Murrieta),"https://en.wikipedia.org/wiki/Murrieta,_California","Murrieta is bordered by the city of Temecula to the south, the cities of Menifee and Wildomar to the north, and the unincorporated community of French Valley to the east."
252,Temecula, California,"114,742","100,097",+14.63%,37.3 sq mi,96.6 km2,"3,031/sq mi","1,170/km2",33°29′35″N 117°07′54″W﻿ / ﻿33.4931°N 117.1317°W﻿ / 33.4931; -117.1317﻿ (Temecula),"https://en.wikipedia.org/wiki/Temecula,_California","The City of Temecula, forming the southwestern anchor of the Inland Empire region, is approximately 58 miles (93 km) north of downtown San Diego and 85 miles (137 km) southeast of downtown Los Angeles. Temecula is bordered by the city of Murrieta to the north and the Pechanga Indian Reservation and San Diego County to the south. The population was 100,097 during the 2010 census[12] and an estimated 2018 population of 113,181.[7] It was incorporated on December 1, 1989."
253,Springfield, Illinois,"114,694","116,250",−1.34%,60.1 sq mi,155.7 km2,"1,925/sq mi",743/km2,39°47′28″N 89°38′41″W﻿ / ﻿39.7911°N 89.6446°W﻿ / 39.7911; -89.6446﻿ (Springfield),"https://en.wikipedia.org/wiki/Springfield,_Illinois","The capital is centrally located within the state. The city lies in a valley and plain near the Sangamon River. Lake Springfield, a large artificial lake owned by the City Water, Light & Power company (CWLP), supplies the city with recreation and drinking water. Weather is fairly typical for middle latitude locations, with hot summers and cold winters. Spring and summer weather is like that of most midwestern cities; severe thunderstorms may occur. Tornadoes hit the Springfield area in 1957 and 2006."
254,Palm Bay, Florida,"114,194","103,190",+10.66%,65.7 sq mi,170.2 km2,"1,676/sq mi",647/km2,27°59′08″N 80°39′45″W﻿ / ﻿27.9856°N 80.6626°W﻿ / 27.9856; -80.6626﻿ (Palm Bay),"https://en.wikipedia.org/wiki/Palm_Bay,_Florida","The Ais people, attracted to the mouth of Turkey Creek at the Indian River by freshwater springs, fish, oysters, and wildlife, are thought to have been the first inhabitants in the Palm Bay area."
255,Costa Mesa, California,"113,615","109,960",+3.32%,15.7 sq mi,40.7 km2,"7,186/sq mi","2,775/km2",33°39′57″N 117°54′44″W﻿ / ﻿33.6659°N 117.9123°W﻿ / 33.6659; -117.9123﻿ (Costa Mesa),"https://en.wikipedia.org/wiki/Costa_Mesa,_California","Members of the Gabrieleño/Tongva and Juaneño/Luiseño nations long inhabited the area. After the 1769 expedition of Gaspar de Portolà, a Spanish expedition led by Junípero Serra named the area Vallejo de Santa Ana (Valley of Saint Anne). On November 1, 1776, Mission San Juan Capistrano became the area's first permanent European settlement in Alta California, New Spain."
256,Westminster, Colorado,"113,479","106,114",+6.94%,31.7 sq mi,82.1 km2,"3,592/sq mi","1,387/km2",39°52′56″N 105°03′52″W﻿ / ﻿39.8822°N 105.0644°W﻿ / 39.8822; -105.0644﻿ (Westminster),"https://en.wikipedia.org/wiki/Westminster,_Colorado","After the first permanent white settler, Pleasant DeSpain, built his home in 1870 on 160 acres (near what is now West 76th Avenue and Lowell Street), the area became known as DeSpain Junction and began attracting other settlers including horse breeder Edward Bruce Bowles who was instrumental in constructing the town's train depot in 1881. In 1885, Connecticut real estate developer C. J. Harris arrived in DeSpain Junction and began buying up land. Soon the town was renamed Harris, but was also known as Darell Park.[9]"
257,North Charleston, South Carolina,"113,237","97,471",+16.18%,73.7 sq mi,190.9 km2,"1,483/sq mi",573/km2,32°55′04″N 80°03′54″W﻿ / ﻿32.9178°N 80.0650°W﻿ / 32.9178; -80.0650﻿ (North Charleston),"https://en.wikipedia.org/wiki/North_Charleston,_South_Carolina","From the 17th century until the Civil War, plantations  cultivated commodity crops, such as rice and indigo. Some of the plantations located in what is now North Charleston were:"
258,Miami Gardens, Florida,"113,069","107,167",+5.51%,18.2 sq mi,47.1 km2,"6,212/sq mi","2,398/km2",25°56′56″N 80°14′37″W﻿ / ﻿25.9489°N 80.2436°W﻿ / 25.9489; -80.2436﻿ (Miami Gardens),"https://en.wikipedia.org/wiki/Miami_Gardens,_Florida","In the wake of the construction of I-95 in the late 1960s, many middle- and upper-income African American and West Indian American families migrated from Miami neighborhoods like Liberty City to what became Miami Gardens (also called Carol City, Norland or Norwood) as race-based covenants were outlawed with the Fair Housing Act, and mostly lower income blacks moved into the Liberty City and Little Haiti neighborhoods surrounding Liberty Square and Edison Courts."
259,Manchester, New Hampshire,"112,525","109,565",+2.70%,33.1 sq mi,85.7 km2,"3,339/sq mi","1,289/km2",42°59′06″N 71°26′39″W﻿ / ﻿42.9849°N 71.4441°W﻿ / 42.9849; -71.4441﻿ (Manchester),"https://en.wikipedia.org/wiki/Manchester,_New_Hampshire","Manchester often appears favorably in lists ranking the affordability and livability of U.S. cities, placing particularly high in small business climate,[7][8] affordability,[9][10] upward mobility,[11] and education level.[12]"
260,High Point, North Carolina,"112,316","104,371",+7.61%,55.2 sq mi,143.0 km2,"2,015/sq mi",778/km2,35°59′24″N 79°59′26″W﻿ / ﻿35.9900°N 79.9905°W﻿ / 35.9900; -79.9905﻿ (High Point),"https://en.wikipedia.org/wiki/High_Point,_North_Carolina","It is home to one university, High Point University, a private Methodist-affiliated institution founded in 1924."
261,Downey, California,"112,269","111,772",+0.44%,12.4 sq mi,32.1 km2,"9,134/sq mi","3,527/km2",33°56′18″N 118°07′51″W﻿ / ﻿33.9382°N 118.1309°W﻿ / 33.9382; -118.1309﻿ (Downey),"https://en.wikipedia.org/wiki/Downey,_California","Prior to the arrival of the Spanish in Alta California, the area that is now Downey was inhabited by the Tongva ethnic group, which came to be called the Gabrielino by the Spanish.  The nearest Tongva settlements appear to have been just north and northeast of present-day Downey, although there is difficulty in locating them precisely.[8] The villages of Naxaaw’nga and Sehat seem to have been situated near the present-day community of Los Nietos, or perhaps farther west on sites that were lost to floods of the San Gabriel River.  Chokiishnga and Huutnga are other Tongva place names that may have referred to villages in the general area north of Downey between the San Gabriel River and Rio Hondo.[9]  In all four cases, it is difficult to relate the original location descriptions, based on ranchos and land grants, to more specific sites identifiable by today's landmarks."
262,Clovis, California,"112,022","95,631",+17.14%,24.2 sq mi,62.7 km2,"4,404/sq mi","1,700/km2",36°49′42″N 119°41′06″W﻿ / ﻿36.8282°N 119.6849°W﻿ / 36.8282; -119.6849﻿ (Clovis),"https://en.wikipedia.org/wiki/Clovis,_California","Cole and Owen later sold land to Marcus Pollasky for development of a townsite. Fresno civil engineer Ingvart Tielman mapped the townsite on behalf of Pollasky on December 29, 1891. The original townsite featured streets named for the officers and principal investors of the railroad: (Benjamin) Woodworth, (Marcus) Pollasky, Fulton (Berry), (Thomas) Hughes, (Gerald) Osmun, and (O. D.) Baron. The townsite, named Clovis by Pollasky, was laid out on what was originally Owen's land."
263,Pompano Beach, Florida,"111,954","99,845",+12.13%,24.0 sq mi,62.2 km2,"4,558/sq mi","1,760/km2",26°14′30″N 80°08′02″W﻿ / ﻿26.2416°N 80.1339°W﻿ / 26.2416; -80.1339﻿ (Pompano Beach),"https://en.wikipedia.org/wiki/Pompano_Beach,_Florida","Its name is derived from the Florida pompano (Trachinotus carolinus), a fish found off the Atlantic coast.[13]"
264,Pueblo, Colorado,"111,750","106,595",+4.84%,53.6 sq mi,138.8 km2,"2,058/sq mi",795/km2,38°16′12″N 104°36′44″W﻿ / ﻿38.2699°N 104.6123°W﻿ / 38.2699; -104.6123﻿ (Pueblo),"https://en.wikipedia.org/wiki/Pueblo,_Colorado","Pueblo is one of the largest steel-producing cities in the United States,[11] for which reason Pueblo is referred to as the ""Steel City"". The Historic Arkansas River Project (HARP) is a river walk in the Union Avenue Historic Commercial District, and shows the history of the devastating Pueblo Flood of 1921."
265,Elgin, Illinois,"111,683","108,188",+3.23%,37.4 sq mi,96.9 km2,"2,998/sq mi","1,158/km2",42°02′23″N 88°19′18″W﻿ / ﻿42.0396°N 88.3217°W﻿ / 42.0396; -88.3217﻿ (Elgin),"https://en.wikipedia.org/wiki/Elgin,_Illinois","In New York, James T. Gifford and his brother Hezekiah Gifford heard tales of this area ripe for settlement, and travelled west. Looking for a site on the stagecoach route from Chicago to Galena, Illinois, they eventually settled on a spot where the Fox River could be bridged. In April 1835, they established the city, naming[5] it after the Scottish tune ""Elgin"".[6]"
266,Lowell, Massachusetts,"111,670","106,519",+4.84%,13.6 sq mi,35.2 km2,"8,129/sq mi","3,139/km2",42°38′20″N 71°19′16″W﻿ / ﻿42.6390°N 71.3211°W﻿ / 42.6390; -71.3211﻿ (Lowell),"https://en.wikipedia.org/wiki/Lowell,_Massachusetts","Incorporated in 1826 to serve as a mill town, Lowell was named after Francis Cabot Lowell, a local figure in the Industrial Revolution. The city became known as the cradle of the American Industrial Revolution, due to a large series of textile mills and factories. Many of the Lowell's historic manufacturing sites were later preserved by the National Park Service to create Lowell National Historical Park.[5] During the Cambodian genocide, the city took in an influx of refugees, leading to a Cambodia Town and America's second-largest Cambodian-American population.[6]"
267,Antioch, California,"111,535","102,372",+8.95%,29.4 sq mi,76.1 km2,"3,772/sq mi","1,456/km2",37°58′45″N 121°47′46″W﻿ / ﻿37.9791°N 121.7962°W﻿ / 37.9791; -121.7962﻿ (Antioch),"https://en.wikipedia.org/wiki/Antioch,_California","Antioch is one of the oldest towns in California.  In 1848, John Marsh, owner of Rancho Los Meganos, one of the largest ranches in California, built a landing on the San Joaquin River in what is now Antioch.  It became known as Marsh's Landing, and was the shipping point for the 17,000-acre rancho. It included a pier extending well out into the river, enabling vessels drawing 15 feet of water to tie up there at any season of the year. The landing also included a slaughterhouse, smokehouse for curing hams, rodeo grounds, and even a 1½-story dwelling, embellished with fretwork, that was brought around the Horn to serve as a home for the mayordomo (manager) and his wife.[14]"
268,West Palm Beach, Florida,"111,398","99,919",+11.49%,55.1 sq mi,142.7 km2,"1,963/sq mi",758/km2,26°44′47″N 80°07′30″W﻿ / ﻿26.7464°N 80.1251°W﻿ / 26.7464; -80.1251﻿ (West Palm Beach),"https://en.wikipedia.org/wiki/West_Palm_Beach,_Florida","It is the oldest incorporated municipality in Greater Miami, having been incorporated as a city two years before Miami in November 1894. West Palm Beach is located approximately 68 miles (109 km) north of Downtown Miami."
269,Peoria, Illinois,"111,388","115,007",−3.15%,48.2 sq mi,124.8 km2,"2,371/sq mi",915/km2,40°45′05″N 89°37′03″W﻿ / ﻿40.7515°N 89.6174°W﻿ / 40.7515; -89.6174﻿ (Peoria),"https://en.wikipedia.org/wiki/Peoria,_Illinois","Peoria was named after the Peoria tribe, a member of the Illinois Confederation. The original meaning of the word is uncertain.[9] A 21st-century proposal suggests a derivation from a Proto-Algonquian word meaning ""to dream with the help of a manitou.""[10]"
270,Everett, Washington,"111,262","103,019",+8.00%,33.3 sq mi,86.2 km2,"3,275/sq mi","1,264/km2",47°57′24″N 122°11′29″W﻿ / ﻿47.9566°N 122.1914°W﻿ / 47.9566; -122.1914﻿ (Everett),"https://en.wikipedia.org/wiki/Everett,_Washington","American settlement on the Everett peninsula began in the 1860s, with several sawmills built to serve the area's growing timber industry. Everett was platted by a group of investors seeking to build an industrial city and named for the son of co-founder Charles L. Colby. The city was incorporated in 1893, shortly after the arrival of the Great Northern Railway, and prospered as a major industrial center. Everett's economy transitioned away from lumber and towards aviation after World War II, with the construction of Boeing's aircraft assembly plant at Paine Field in 1967. Boeing remains the city's largest employer, alongside the U.S. Navy, which has operated Naval Station Everett since 1992. Everett received an All-America City Award in 2002."
271,Ventura, California,"111,128","106,433",+4.41%,21.8 sq mi,56.5 km2,"5,027/sq mi","1,941/km2",34°16′04″N 119°15′15″W﻿ / ﻿34.2678°N 119.2542°W﻿ / 34.2678; -119.2542﻿ (Ventura),"https://en.wikipedia.org/wiki/Ventura,_California","Ventura lies between Los Angeles and Santa Barbara along U.S. Route 101, which was one of the original U.S. Routes. The highway is now known as the Ventura Freeway, but the original route through the town along Main Street has been designated El Camino Real, the historic pathway connecting the California missions. During the post–World War II economic expansion, the community grew easterly, building detached single-family homes over the rich agricultural land created by the Santa Clara River at the edge of the Oxnard Plain.  The population was 106,433 at the 2010 census, up from 100,916 at the 2000 census with the median age being 39.[14] Ventura is part of the Los Angeles metropolitan area."
272,Centennial, Colorado,"110,831","100,377",+10.41%,29.5 sq mi,76.4 km2,"3,727/sq mi","1,439/km2",39°35′26″N 104°52′09″W﻿ / ﻿39.5906°N 104.8691°W﻿ / 39.5906; -104.8691﻿ (Centennial),"https://en.wikipedia.org/wiki/Centennial,_Colorado","Incorporation was approved by 77% of the voters, and the population of the area at over 100,000 made it the largest incorporation in U.S. history as of its creation. The city was incorporated in large part to prevent further annexations of unincorporated areas by the city of Greenwood Village in an attempt to improve its tax base. The taxes generated from businesses in unincorporated portions of Arapahoe County funded the majority of the county's services, including road work. A number of court cases eventually established the right of incorporation to take precedence over the right of annexation."
273,Lakeland, Florida,"110,516","97,422",+13.44%,65.9 sq mi,170.7 km2,"1,615/sq mi",624/km2,28°03′20″N 81°57′18″W﻿ / ﻿28.0555°N 81.9549°W﻿ / 28.0555; -81.9549﻿ (Lakeland),"https://en.wikipedia.org/wiki/Lakeland,_Florida","Native Americans began to live in the area 12,000 years ago. European-American settlers arrived in Lakeland from South Carolina in the 1870s. The city expanded in the 1880s with the arrival of rail service, with the first freedmen railway workers settling here in 1883.[6] They and European immigrants also came because of new jobs in the large phosphate industry that developed. Lakeland is home to the 1,267-acre Circle B Bar Reserve."
274,Gresham, Oregon,"110,158","105,594",+4.32%,23.3 sq mi,60.3 km2,"4,786/sq mi","1,848/km2",45°30′08″N 122°26′30″W﻿ / ﻿45.5023°N 122.4416°W﻿ / 45.5023; -122.4416﻿ (Gresham),"https://en.wikipedia.org/wiki/Gresham,_Oregon","The city's early economy was sustained largely by farming, and by the mid-20th century the city experienced a population boom, growing from 4,000 residents to over 10,000 between 1960 and 1970. The population was 105,594 at the 2010 census, making Gresham the fourth largest city in Oregon."
275,Richmond, California,"110,146","103,701",+6.21%,30.1 sq mi,78.0 km2,"3,648/sq mi","1,409/km2",37°57′08″N 122°21′38″W﻿ / ﻿37.9523°N 122.3606°W﻿ / 37.9523; -122.3606﻿ (Richmond),"https://en.wikipedia.org/wiki/Richmond,_California","Under the McLaughlin Administration, Richmond was the largest city in the United States served by a Green Party mayor.[15] As of the 2010 U.S. Census, the city's population is at 103,710, making it the second largest city in the United States named Richmond. The largest, Richmond, Virginia, is the namesake of the California city."
276,Billings, Montana,"109,550","104,170",+5.16%,43.7 sq mi,113.2 km2,"2,525/sq mi",975/km2,45°47′19″N 108°33′00″W﻿ / ﻿45.7885°N 108.5499°W﻿ / 45.7885; -108.5499﻿ (Billings),"https://en.wikipedia.org/wiki/Billings,_Montana","Billings was nicknamed the ""Magic City"" because of its rapid growth from its founding as a railroad town in March 1882. The city is named for Frederick H. Billings, a former president of the Northern Pacific Railroad. With one of the largest trade areas in the United States,[8] Billings is the trade and distribution center for much of Montana east of the Continental Divide, Northern Wyoming, and western portions of North Dakota and South Dakota. Billings is also the largest retail destination for much of the same area."
277,Inglewood, California,"109,419","109,673",−0.23%,9.1 sq mi,23.6 km2,"12,160/sq mi","4,700/km2",33°57′22″N 118°20′39″W﻿ / ﻿33.9561°N 118.3443°W﻿ / 33.9561; -118.3443﻿ (Inglewood),"https://en.wikipedia.org/wiki/Inglewood,_California","Inglewood is a city in southwestern Los Angeles County, California in the Los Angeles metropolitan area. As of the 2010 U.S. Census, the city had a population of 109,673. It was incorporated on February 14, 1908.[8] The city is in the South Bay region of Los Angeles County.[9] Los Angeles Stadium at Hollywood Park is currently under construction in the city and, when completed around 2020, will be the new home of both the National Football League's Los Angeles Rams and Los Angeles Chargers. The city is also close to Los Angeles International Airport."
278,Broken Arrow, Oklahoma,"109,171","98,850",+10.44%,61.7 sq mi,159.8 km2,"1,741/sq mi",672/km2,36°02′11″N 95°46′52″W﻿ / ﻿36.0365°N 95.7810°W﻿ / 36.0365; -95.7810﻿ (Broken Arrow),"https://en.wikipedia.org/wiki/Broken_Arrow,_Oklahoma","Although Broken Arrow was originally an agricultural community, its current economy is diverse. The city has the third-largest concentration of manufacturers in the state.[6]"
279,Sandy Springs, Georgia,"108,797","93,853",+15.92%,37.7 sq mi,97.6 km2,"2,804/sq mi","1,083/km2",33°55′53″N 84°22′07″W﻿ / ﻿33.9315°N 84.3687°W﻿ / 33.9315; -84.3687﻿ (Sandy Springs),"https://en.wikipedia.org/wiki/Sandy_Springs,_Georgia","In 1842, the Austin-Johnson House was erected on what is now Johnson Ferry Road. It is the oldest house in Sandy Springs.[10] In 1851, Wilson Spruill donated 5 acres (2.0 ha) of land for the founding of the Sandy Springs United Methodist Church, near the natural spring for which the city is named. In 1905, the Hammond School was built at Johnson Ferry Road and Mt. Vernon Highway, across the street from the church."
280,Jurupa Valley, California,"108,393",0,NA,42.9 sq mi,111.1 km2,"2,414/sq mi",932/km2,34°00′09″N 117°28′03″W﻿ / ﻿34.0026°N 117.4676°W﻿ / 34.0026; -117.4676﻿ (Jurupa Valley),"https://en.wikipedia.org/wiki/Jurupa_Valley,_California","Jurupa Valley is located north and west of the Santa Ana River, south of the Riverside-San Bernardino County line, and east of Interstate 15. It includes the neighborhoods of Mira Loma, Glen Avon, Sky Country, Indian Hills, Pedley, Rubidoux, Belltown, Jurupa, Jurupa Hills, and Sunnyslope. "
281,Hillsboro, Oregon,"108,389","91,611",+18.31%,25.0 sq mi,64.7 km2,"4,207/sq mi","1,624/km2",45°31′41″N 122°56′09″W﻿ / ﻿45.5280°N 122.9357°W﻿ / 45.5280; -122.9357﻿ (Hillsboro),"https://en.wikipedia.org/wiki/Hillsboro,_Oregon","For thousands of years before the arrival of European-American settlers, the Atfalati tribe of the Kalapuya lived in the Tualatin Valley near the later site of Hillsboro. The climate, moderated by the Pacific Ocean, helped make the region suitable for fishing, hunting, food gathering, and agriculture. Settlers founded a community here in 1842, later named after David Hill, an Oregon politician. Transportation by riverboat on the Tualatin River was part of Hillsboro's settler economy. A railroad reached the area in the early 1870s and an interurban electric railway about four decades later. These railways, as well as highways, aided the slow growth of the city to about 2,000 people by 1910 and about 5,000 by 1950, before the arrival of high-tech companies in the 1980s."
282,Waterbury, Connecticut,"108,093","110,366",−2.06%,28.5 sq mi,73.8 km2,"3,799/sq mi","1,467/km2",41°33′31″N 73°02′12″W﻿ / ﻿41.5585°N 73.0367°W﻿ / 41.5585; -73.0367﻿ (Waterbury),"https://en.wikipedia.org/wiki/Waterbury,_Connecticut","Throughout the first half of the 20th century, Waterbury had large industrial interests and was the leading center in the United States for the manufacture of brassware (including castings and finishings), as reflected in the nickname the ""Brass City"" and the city's motto Quid Aere Perennius? (""What Is More Lasting Than Brass?""). It was also noted for the manufacture of watches and clocks."
283,Santa Maria, California,"107,408","99,553",+7.89%,22.8 sq mi,59.1 km2,"4,662/sq mi","1,800/km2",34°56′00″N 120°26′38″W﻿ / ﻿34.9332°N 120.4438°W﻿ / 34.9332; -120.4438﻿ (Santa Maria),"https://en.wikipedia.org/wiki/Santa_Maria,_California","In 1769, the Portolá Expedition passed through the Santa Maria Valley during the first Spanish land exploration up the coast of Las Californias Province. Mission San Luis Obispo de Tolosa was established just north of the valley in 1772, and Mission La Purísima Concepción was established near present-day Lompoc in 1787. Rather than rich soil, white settlers were attracted here by the possibility of free land. In 1821, after the Mexican War of Independence, the mission lands in Santa Maria Valley were made available for private ownership under a Mexican land grant called Rancho Punta de Laguna. At the end of the Mexican War in 1848, California was ceded to the United States."
284,Boulder, Colorado,"107,353","97,385",+10.24%,24.8 sq mi,64.2 km2,"4,358/sq mi","1,683/km2",40°01′37″N 105°15′07″W﻿ / ﻿40.0270°N 105.2519°W﻿ / 40.0270; -105.2519﻿ (Boulder),"https://en.wikipedia.org/wiki/Boulder,_Colorado","The population of the City of Boulder was 97,385 people at the 2010 U.S. Census,[11] while the population of the Boulder, CO Metropolitan Statistical Area was 294,567.[12] Boulder is known for its association with American frontier history[citation needed] and for being the home of the main campus of the University of Colorado, the state's largest university. The city frequently receives high rankings in art, health, well-being, quality of life, and education.[13]"
285,Greeley, Colorado,"107,348","92,889",+15.57%,47.8 sq mi,123.8 km2,"2,176/sq mi",840/km2,40°24′55″N 104°46′11″W﻿ / ﻿40.4153°N 104.7697°W﻿ / 40.4153; -104.7697﻿ (Greeley),"https://en.wikipedia.org/wiki/Greeley,_Colorado","Greeley was built on farming and agriculture, but kept up with most modern technologies as they grew. Telephones were in town by 1883 with electric lights downtown by 1886.[13] Automobiles were on the roads alongside horse drawn buggies by 1910.[13] KFKA became one of the first radio stations to broadcast in the US in 1922[13] and the Greeley Municipal Airport was built in 1928.[13]Greeley housed two POW camps in 1943,[13] during World War II. One was for German POWs and the other was for Italian POWs. A vote to allow the sale of alcohol passed by a mere 477 votes in 1969,[13] thus ending temperance in the city."
